Country Name,Country Code,Series Name,Series Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
United States,USA,"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100
United States,USA,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8
United States,USA,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,71.25175228,74.78316141,79.94099125,88.13993283,87.2390711,88.98592947,100,93.24507173,88.64139206,92.69143312,104.2148921,115.2399612,131.7273678,147.0742456,164.9789364,135.5640873,163.7000299,189.2781596,198.230505,202.0672244,207.2508754,192.1649367,185.5706995,197.7538516,..
United States,USA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.89314741556332,10.639223880261,10.7466355642836,11.119754518777,10.5152611231164,10.3085101834807,10.6927239610622,9.68298331038577,9.13224881991615,9.04306987207242,9.64186274172664,10.0119737683374,10.6598220961005,11.4923141737205,12.4860631262841,10.9488776594284,12.3150580752357,13.5305390136184,13.5289189711659,13.5445244354918,13.5319101631744,12.4321313132793,11.8541384848582,12.061213736453,..
United States,USA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.8359154525137,10.2791010514579,8.17562909184484,11.9099103476879,2.33579487704925,4.981419749902,8.34422398017225,-5.78423611556305,-1.73692059034208,2.18253455725703,9.66825618095211,7.12786956209224,9.34282460898588,8.70182207139723,5.65816268464398,-8.39655287911218,12.1382521352288,7.13885208094113,3.40865170693306,3.57512504245246,4.29124510280765,0.573591392219114,-0.103125566608881,3.02413064214394,..
United States,USA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,720937000000,812810000000,867589000000,953803000000,952979000000,992778000000,1096255000000,1024636000000,998741000000,1036177000000,1177631000000,1305225000000,1472613000000,1660853000000,1837055000000,1581996000000,1846280000000,2102995000000,2191280000000,2273428000000,2371027000000,2265047000000,2217576000000,2350175000000,..
United States,USA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-92487000000,-89762000000,-96377000000,-101971000000,-162711000000,-255834000000,-375050000000,-367929000000,-425402000000,-503127000000,-619075000000,-721193000000,-770925000000,-718427000000,-723088000000,-396451000000,-513903000000,-579461000000,-568571000000,-490782000000,-508257000000,-521414000000,-520570000000,-578421000000,..
United States,USA,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,7287236000000,7639749000000,8073122000000,8577554463000,9062818211000,9630664202000,10252345464000,10581821399000,10936419054000,11458243878000,12213729147000,13036640229000,13814611414000,14451858650000,14712844084000,14448933025000,14992052727000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000,19485393853000,20494099845390.2
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.02883906403844,2.68428713129616,3.77250131913141,4.44721634281531,4.48140755494944,4.75323598915602,4.12748401255413,0.998340795722612,1.7416952495761,2.86121076695474,3.79889112654006,3.51321379694016,2.85497229206358,1.87617145780585,-0.136579805372577,-2.53675706551407,2.56376655847168,1.55083550620974,2.24954585216848,1.8420810704697,2.4519730360895,2.88091046576689,1.56721516988685,2.21701033035224,2.85699280397323
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,27694.853416234,28690.8757013347,29967.7127181749,31459.139002483,32853.6769849268,34513.5615037271,36334.9087770589,37133.2428088526,38023.1611144021,39496.4858751381,41712.8010675545,44114.7477776705,46298.7314440927,47975.9676758856,48382.5584490552,47099.9804711343,48466.8233750801,49883.1139837344,51603.4972614412,53106.9097703155,55032.9579979166,56803.4724334919,57904.2019610641,59927.9298339535,62641.0140973573
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.76092754302428,1.46878726635107,2.57219576625936,3.19725295685198,3.27052404427648,3.55719309257685,2.97520862501813,0.00364897966078104,0.802103851870044,1.98092583376213,2.84268064170266,2.56350240668131,1.86795551434393,0.91186559723549,-1.07670008692052,-3.38743566007619,1.71674815960455,0.816231684539332,1.50217058243558,1.13849725776922,1.7026342478712,2.12512281587478,0.835127873259836,1.56444443084816,2.22183386666049
United States,USA,GNI (current US$),NY.GNP.MKTP.CD,7170251000000,7574691000000,8045907000000,8589268000000,9135464000000,9689354000000,10383859000000,10743709000000,11054325000000,11530268000000,12313988000000,13169702000000,14072966000000,14543216000000,14684602000000,14398708000000,15126736000000,15832207000000,16670651000000,17175898000000,18062432000000,18700478000000,19049435000000,19872232000000,20738399000000
United States,USA,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.88373477621531,2.73612704185793,3.7895159147489,4.33206907375671,4.39894654566415,4.8296949529896,4.20617108866715,1.12050808798172,1.69451819492204,2.95905584851293,3.93341142273604,3.46737809422761,2.61639423853792,2.27134188985107,0.148076553303042,-2.59118948581892,2.88909062244727,1.76173369193116,2.16476452534411,1.78665200339998,2.45947815860632,2.74983084567131,1.47885413288731,2.31971083369793,..
United States,USA,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,2.61759179746247,1.52001353478664,2.58901355912717,3.08348370317144,3.18901871388904,3.63277906953121,3.0530249494561,0.124613095661317,0.755362480488358,2.0779335583571,2.9759617173612,2.51808723664617,1.63166690328644,1.30329555534954,-0.794723500433165,-3.44139298337613,2.03938554896754,1.02560426377568,1.41800894997243,1.08345112665225,1.71008447755143,1.99500613786022,0.74740373461961,1.6664892816158,..
United States,USA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,27650,29040,30270,31270,32030,33670,35960,36710,37310,39770,43510,46190,47880,48500,48980,47730,48990,50570,52760,53940,55850,56700,57170,59160,62850
United States,USA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,7276743776121.54,7731975033353.42,8154319971252.96,8526998344349.54,8835770730405.39,9394621244631.14,10147603801918,10462204209858.3,10732675433303.5,11536447371023.5,12740511355483.5,13651359826784.8,14285630945764.7,14608317798236.1,14894712325810.7,14643696781569.4,15154198695418.1,15756881924513.4,16560497008313.4,17048936792575.1,17781342373859.1,18187661446461.9,18471480838594.8,19235363249020.9,20562616171030.9
United States,USA,Gross capital formation (current US$),NE.GDI.TOTL.CD,1550658000000,1625177000000,1752014000000,1922205000000,2080672000000,2255537000000,2427258000000,2346725000000,2374093000000,2491277000000,2767457000000,3048006000000,3251847000000,3265035000000,3107208000000,2572572000000,2809976000000,2969181000000,3242785000000,3426416000000,3640773000000,3833475000000,3801378000000,4011154000000,..
United States,USA,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,6774513660000,7116656796000,7527600505000,8258301438000,8727890386000,9283911154000,9885421922000,10223700386000,10552793923000,11053215533000,11771382054000,12564941861000,13303133157000,13933835864000,14190883805000,13977396558000,14482933327000,14998081588000,15624175306000,16174917460000,16877539554000,17560445314000,18042462075000,18803200683000,..
United States,USA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,30.9990910136055,30.3006375796517,30.7587896774797,31.7287482910113,33.2158902332519,34.2582305414499,33.7749560269022,32.5626134168941,31.7276956973627,30.9409131325897,25.9524129721791,24.9673545568666,30.0569992880515,27.222664596901,25.9203321683644,21.4876897855956,19.9680138524787,18.1056830408946,17.776885094684,17.818696866679,18.229382922769,18.9915245249453,20.0006751784866,13.8196037898131,..
United States,USA,High-technology exports (current US$),TX.VAL.TECH.CD,115535095942,126759299125,138093562433,163407329178,171969190087,181431870161,197802453276,175872437830,161991416653,161561925853,139380739714,145435520394,219026015638,218115501899,220884471208,132406674889,145932689277,145638600147,148330989468,148530552453,155640595588,154345554351,153508971211,110120235610,..
United States,USA,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,56.132894,61.21273723,65.276344,71.39045501,74.99031208,84.12927817,100,93.63773525,95.30929882,103.4741523,121.1530215,137.3779084,152.4656555,160.4065751,172.3179544,127.8488049,156.4361153,180.258874,185.8175177,185.0234257,191.5784185,183.8562062,178.6829094,191.2551181,..
United States,USA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.9283843884258,8.00083276062453,8.6965292836633,13.4673457969754,11.6887771292721,11.2984848241323,12.8850723141868,-2.80282567071022,3.63671444268007,4.9176854308145,11.3988270901858,6.52861883910828,6.63074982869641,2.49778132147785,-2.22674398375491,-13.0835019920727,13.1277364548894,5.63562943212455,2.70669069708065,1.54338042507985,5.07767143364657,5.45741651669557,1.89727614357811,4.56232850023306,..
United States,USA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,813424000000,902572000000,963966000000,1055774000000,1115690000000,1248612000000,1471305000000,1392565000000,1424143000000,1539304000000,1796706000000,2026418000000,2243538000000,2379280000000,2560143000000,1978447000000,2360183000000,2682456000000,2759851000000,2764210000000,2879284000000,2786461000000,2738146000000,2928596000000,..
United States,USA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.162311746182,11.8141577687958,11.9404364259576,12.3085665565188,12.3106298065852,12.9649624762195,14.3509112638306,13.1599745213201,13.022022958046,13.434030697806,14.7105439982785,15.5440202721268,16.2403265120172,16.4634878988385,17.4007349318961,13.6926857960849,15.7428942052039,17.2587550423633,17.0392649736644,16.4684827889121,16.4326312700215,15.2940089328528,14.6368656026944,15.0296987686965,..
United States,USA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,..,..,..,1984168572000,2054591437000,2171714180000,2302101247000,2272339446000,2257414776000,2376360408000,2560039729000,2766830195000,2983106998000,3099364312000,3069207780000,2792112324000,2901755514000,3017887579000,3102696338000,3232460043000,3381100225000,3374967806000,3358857397000,3547888825000,..
United States,USA,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,4.04,..,2,..,2,..,3,..,..
United States,USA,"Lead time to export, median case (days)",LP.EXP.DURS.MD,..,..,..,..,..,..,..,..,..,..,..,..,..,3.6,..,..,2.82,..,2,..,2,..,3,..,..
United States,USA,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,4.01,..,..,4.17,..,4.11,..,4.137596,..,4.200025,..,..
United States,USA,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.85,..,..,3.92,..,3.96,..,3.970199,..,4.014226,..,..
United States,USA,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.58,..,..,3.21,..,3.56,..,3.44804,..,3.650306,..,..
United States,USA,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.52,..,..,3.68,..,3.67,..,3.728529,..,3.752486,..,..
United States,USA,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,4.11,..,..,4.19,..,4.21,..,4.136495,..,4.250527,..,..
United States,USA,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.84,..,..,3.86,..,3.93,..,3.917825,..,3.992172,..,..
United States,USA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,4.07,..,..,4.15,..,4.14,..,4.184653,..,4.152011,..,..
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,78.2681778076654,77.2745426552322,78.0146468943908,80.7857503245687,82.2734776054791,83.1475806132099,82.74892084256,81.9048674438577,81.5558315388656,80.5896409975695,74.5138376788449,73.327087702043,79.1533265131399,77.5777395095948,74.0430557442919,66.7870813886686,66.1553067215538,63.5294612968462,63.4280804980139,62.3134836961145,61.9673299475403,64.1865713952851,63.5404573768056,61.9208909213401,59.4948782251649
United States,USA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,78.6734458042687,79.2043957440047,77.9637546254964,78.2184726581041,80.6291149429361,79.8959879795846,77.3241577944357,77.3070218679683,78.0218654114661,76.2657784051243,74.6196193316297,71.6710063005201,70.6811733559269,70.1839278040906,65.758557673415,70.4952507113145,70.1026675075302,67.964172965257,70.0677846701215,71.5967927467462,73.2363667767557,78.7584481618681,79.6550552386774,78.4072641255061,77.733370698243
United States,USA,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,..,..,..,..,4.26057897203411,5.72370927123411,7.2049964813055,-4.27835754404661,1.15899551698182,5.48225925984534,7.04638385703026,2.93741931051046,5.68893188718884,3.31730182450247,-1.96616045765251,-9.35701859455651,5.50414844833939,0.320948637613355,-0.490878501929686,2.93260998733311,1.13068151538332,0.495943922942558,-1.15391330604618,2.39313025385566,..
United States,USA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,16.087177364507,15.7743252453726,15.4533061041723,15.1168784591007,13.9224196426073,13.4454191060115,13.3160831122607,13.1801904285343,12.9930744136975,12.9941172299702,12.7824705509419,12.2557021654359,11.7314720268073,11.9326848736209,11.95221066932,11.8522068406576,11.8067999215666,11.6390719614778,11.615354051072,11.122251435452,11.1535827881939,..
United States,USA,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,..,..,..,1379886400000,1429598421000,1488256019000,1549834603000,1473245581000,1470447377000,1525789278000,1609792760000,1693860366000,1795086802000,1847304576000,1803162351000,1695072536000,1788954408000,1857682037000,1919702813000,1981753561000,2039368688000,2116235920000,2080660512000,2173319535000,..
United States,USA,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,New businesses registered (number),IC.BUS.NREG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2.19628936539627,2.66821760657544,2.22183568502024,2.14130978562644,1.93237887302846,1.79958788418713,1.90611046282081,1.96221250494438,1.96533917313327,2.06699030333168,2.44837084632626,2.85193581597271,3.6186600721543,3.87277175009714,4.12707360367677,3.53132000113054,4.0862289816124,4.20514295986039,3.68995668546946,3.36394091573471,3.18514312187352,2.93606036085465,2.75594739000411,2.73697355676183,2.9452620349369
United States,USA,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Procedures to build a warehouse (number),IC.WRH.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8,15.8,15.8,15.8,15.8,15.8
United States,USA,Procedures to register property (number),IC.PRP.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4,4.4,4.4,4.4,4.4,4.4
United States,USA,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2,28.2,28.1,28.1,27.9,27.9
United States,USA,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,2.44182,2.47091,2.49675,2.54174,2.6205,2.63832,2.54968,2.55287,2.48995,2.50599,2.55002,2.62692,2.76683,2.81859,2.74046,2.76965,2.68859,2.72486,2.73394,2.74043,2.74418,..,..
United States,USA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,3130.46975,3233.08136,3398.1874,3456.04012,3486.94816,3557.58063,3642.79165,3883.61969,3777.86443,3730.92125,3794.92697,3771.12812,3925.70537,4088.55471,3884.04338,4028.59634,4034.65108,4138.54381,4255.03081,4313.38348,..,..,..
United States,USA,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6
United States,USA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,4.59,4.44,4.34,4.49,3.88,3.87,3.82,3.98,3.53,3.31,3.23,3.14,3,3.09,3,2.96,3.05,3.01,2.9,2.96,2.87,2.87,3.36,..
United States,USA,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,..,4.27,4.11,3.67,3.6,3.89,3.4,3.46,3.33,3.2,2.99,2.96,2.91,2.42,2.76,2.82,2.81,2.81,2.79,2.81,2.78,2.79,2.8,3.07,..
United States,USA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Time required to build a warehouse (days),IC.WRH.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.6,80.6,80.6,80.6,80.6,80.6
United States,USA,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.2,5.6,5.6,5.6,5.6,5.6
United States,USA,"Time to export, border compliance (hours)",IC.EXP.TMBC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,1.5,1.5,1.5,1.5
United States,USA,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,1.5,1.5,1.5,1.5
United States,USA,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,1.5,1.5,1.5,1.5
United States,USA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5,7.5,7.5,7.5,7.5
United States,USA,Trade (% of GDP),NE.TRD.GNFS.ZS,21.0554591617453,22.4533816490568,22.6870719902412,23.4283210752957,22.8258909297017,23.2734726597002,25.0436352248928,22.8429578317059,22.1542717779622,22.4771005698784,24.3524067400051,25.5559940404642,26.9001486081178,27.955802072559,29.8867980581803,24.6415634555134,28.0579522804396,30.7892940559817,30.5681839448303,30.0130072244039,29.9645414331959,27.7261402461321,26.4910040875526,27.0909125051495,..
United Kingdom,GBR,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.70115628021319,0.738148648246103,0.615025703818839,0.689121997074538,0.531443352763727,0.47325633338088,0.467490514943585,0.451613800887393,0.493470072154873,0.538007954305037,0.60592887835265,0.581761638982369,0.546108782937472,0.645253558090581,0.638560057066136,0.606835053366409,0.673092009561194,0.698103900236961,0.704895337948401,0.700666403575824,0.688451987544582,0.629490109423352,0.605281126805419,0.567808827177919,0.520996090453662
United Kingdom,GBR,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.50546328890424,2.43370096841097,2.09149757721358,2.00535350171546,1.76763162759265,1.6775153923749,1.5471494505038,1.47393276764619,1.56017780769713,1.54591364103468,1.45386565348995,1.38521901384377,1.25728397790322,1.32010718093367,1.12323968095631,0.829060237423377,1.14177129225605,1.09268078125204,0.967496605280139,1.1662545370149,1.26989749830844,1.28985069821429,1.27649440724457,1.2229226802787,1.31502677249282
United Kingdom,GBR,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Changes in inventories (current US$),NE.GDI.STKB.CD,5847872666.05448,6929146283.73047,2513260530.42122,9422069417.15783,12560450480.2915,3598123281.02249,10322287789.3781,9753850582.98546,7837230215.82734,11239183673.4694,7090809227.38923,6705454545.45455,11602575896.9641,13703481392.557,376838235.294118,-19883159370.6185,8427339403.54555,4617547570.94323,3198814678.28352,15683317607.9548,20589748214.6394,10514166274.9473,11348378197.3149,2526375078.74459,7993792402.3326
United Kingdom,GBR,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,67929705941.2755,77549120045.5758,88594467615.2334,99854448557.6353,110721079717.173,121954944776.868,122676792909.143,125857443624.038,138536071099.113,168687010177.389,208089409957.956,233211048778.427,267221361284.597,317851852802.61,310435970234.77,269475173891.831,275082117825.84,312039185151.748,320820301537.484,344935474154.42,370094814238.584,352221606610.277,344711549824.109,356044138473.723,374535230797.85
United Kingdom,GBR,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,56705550007.2855,62523949580.211,69135125605.936,75497512368.7682,85796919291.7656,97748729855.8666,100918034640.644,101508489049.547,113505817318.842,133051053636.552,156728430762.973,169638657756.473,185950280892.265,208909682676.833,211255022856.281,177810371883.16,178297214553.844,187554829184.471,190005853234.036,201460175285.64,215597978255.715,211700811562.59,205668229003.089,207516975724.994,229006985208.927
United Kingdom,GBR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,36.499042352933,35.3600519503877,37.4450027229697,36.9070222584542,41.3145203757735,39.7331537504273,39.2361653982807,40.9134828477571,42.5323948782265,41.8094889890646,41.2101743638454,38.6061309510301,39.0650157904136,38.1397409843364,39.1861239416946,40.6200580702353,42.1777802700401,39.896389634581,40.7863167032575,42.1680206797215,43.0669862863447,44.5885895803717,45.9000545467423,47.4599191489374,46.5254224046877
United Kingdom,GBR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,27.9257962062064,28.6720343031109,30.5689439364178,28.0780534131522,29.4599224249254,28.682825033254,28.0867290901434,28.257310838528,27.9600711049009,27.3665537908199,29.2078583647513,30.4237948817829,32.2427577310769,34.3157790925452,35.2435107398409,38.2236425744454,40.8973728787122,39.9467516438519,40.3927205966277,41.0784564208887,40.4278636348406,39.2798499379574,39.1195930788386,41.4914091675633,41.2785053963614
